Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Cluster,Age Bracket,Hierarchical Cluster,Risk Score,Risk Category
36,female,2,1,little,unknown,1028,18,1,3,30-50,4,5.643282773564464,Low Risk
39,male,1,1,little,little,3398,8,1,3,30-50,4,18.439869989165768,Low Risk
49,male,2,2,unknown,unknown,5801,12,4,2,30-50,3,31.47751895991332,Low Risk
34,female,2,1,rich,unknown,1525,24,1,1,30-50,4,8.359967497291441,Low Risk
31,male,2,1,little,rich,4473,36,5,1,30-50,1,24.37703141928494,Low Risk
28,male,2,1,little,moderate,1068,6,5,3,<30,4,5.809859154929578,Low Risk
75,male,3,0,little,little,6615,24,1,2,50+,3,35.931744312026,Low Risk
30,female,2,1,moderate,unknown,1864,18,3,3,<30,4,10.171993499458289,Low Risk
24,female,3,1,moderate,moderate,7408,60,1,0,<30,2,40.37378114842904,Low Risk
24,female,1,2,moderate,unknown,11590,48,1,0,<30,2,62.980769230769226,Medium Risk
23,male,2,2,little,little,4110,24,4,1,<30,4,22.361863488624053,Low Risk
44,male,3,2,little,little,3384,6,4,2,30-50,3,18.35590465872156,Low Risk
23,female,1,1,little,moderate,2101,13,5,3,<30,4,11.434182015167933,Low Risk
24,female,2,2,unknown,little,1275,15,2,3,<30,4,6.9704767063921995,Low Risk
28,male,2,1,little,little,4169,24,4,1,<30,4,22.681473456121346,Low Risk
31,male,1,1,little,moderate,1521,10,4,3,30-50,4,8.280065005417118,Low Risk
24,female,2,0,little,moderate,5743,24,3,1,<30,1,31.2080173347779,Low Risk
26,female,1,2,little,little,3599,21,4,3,<30,4,19.581527627302275,Low Risk
25,male,2,2,quite rich,moderate,3213,18,5,1,<30,4,17.478331527627304,Low Risk
33,male,3,1,little,moderate,4439,18,0,1,30-50,1,24.11971830985916,Low Risk
37,male,1,1,little,rich,3949,10,1,3,30-50,4,21.43282773564464,Low Risk
43,female,1,1,little,unknown,1459,15,5,3,30-50,4,7.965872156013002,Low Risk
23,male,2,1,little,moderate,882,13,5,3,<30,4,4.830715059588299,Low Risk
23,female,0,2,quite rich,moderate,3758,24,5,3,<30,4,20.455037919826655,Low Risk
34,male,1,1,moderate,unknown,1743,6,0,3,30-50,4,9.467768147345613,Low Risk
32,male,2,0,rich,moderate,1136,9,3,3,30-50,4,6.190411700975082,Low Risk
23,female,2,2,little,unknown,1236,9,2,3,<30,4,6.733477789815819,Low Risk
29,female,2,1,little,moderate,959,9,4,3,<30,4,5.231581798483207,Low Risk
38,male,3,1,unknown,unknown,3229,18,1,1,30-50,3,17.569068255687974,Low Risk
28,male,2,2,little,little,6199,12,5,1,<30,4,33.629469122426876,Low Risk
46,male,2,0,quite rich,unknown,727,10,3,2,30-50,4,3.980227518959914,Low Risk
23,male,1,1,little,moderate,1246,24,1,3,<30,4,6.8472372697724815,Low Risk
49,male,2,1,unknown,unknown,2331,12,5,2,30-50,3,12.680119176598053,Low Risk
26,male,3,1,little,unknown,4463,36,5,0,<30,1,24.324214517876488,Low Risk
28,male,2,1,little,unknown,776,12,5,3,<30,4,4.2537919826652235,Low Risk
23,female,2,2,little,little,2406,30,4,1,<30,4,13.155471289274107,Low Risk
61,male,2,0,unknown,moderate,1239,18,3,2,50+,3,6.787648970747561,Low Risk
37,male,3,1,unknown,rich,3399,12,5,1,30-50,3,18.464247020585052,Low Risk
36,female,2,1,little,rich,2247,12,1,3,30-50,4,12.221018418201519,Low Risk
21,male,2,2,little,unknown,1766,6,4,3,<30,4,9.592361863488625,Low Risk
25,male,0,1,little,little,2473,18,4,3,<30,4,13.469664138678223,Low Risk
36,male,2,1,little,unknown,1542,12,0,3,30-50,4,8.403304442036838,Low Risk
27,male,2,1,little,unknown,3850,18,1,1,<30,4,20.930390032502707,Low Risk
22,female,2,2,little,little,3650,18,4,1,<30,4,19.84561213434453,Low Risk
42,male,2,1,little,little,3446,36,4,1,30-50,3,18.8136511375948,Low Risk
40,female,2,2,little,moderate,3001,18,4,1,30-50,4,16.329902491874325,Low Risk
36,male,2,1,unknown,unknown,3079,36,1,1,30-50,1,16.829631635969662,Low Risk
33,male,2,1,little,unknown,6070,18,5,1,30-50,1,32.95639219934994,Low Risk
23,female,2,2,little,unknown,2146,10,4,3,<30,4,11.667118093174434,Low Risk
63,male,3,0,unknown,unknown,13756,60,1,0,50+,2,74.76570964247021,Medium Risk
60,female,3,0,moderate,moderate,14782,60,7,0,50+,2,80.3196099674973,High Risk
37,female,2,2,little,little,7685,48,0,0,30-50,2,41.82556879739979,Low Risk
34,male,2,1,little,unknown,2320,18,5,1,30-50,4,12.642199349945829,Low Risk
36,male,2,0,unknown,unknown,846,7,5,3,30-50,4,4.615384615384617,Low Risk
57,male,3,0,little,moderate,14318,36,1,0,50+,2,77.70855904658724,High Risk
52,female,1,1,moderate,unknown,362,6,1,2,50+,3,1.986728060671723,Low Risk
39,male,2,1,unknown,little,2212,20,4,1,30-50,4,12.066630552546046,Low Risk
38,female,3,0,little,moderate,12976,18,1,0,30-50,2,70.36565547128927,Medium Risk
25,female,2,2,unknown,unknown,1283,22,1,1,<30,4,7.043607800650056,Low Risk
26,male,2,1,little,rich,1330,12,1,3,<30,4,7.253521126760563,Low Risk
26,male,1,1,moderate,unknown,4272,30,0,1,<30,4,23.26516793066089,Low Risk
25,female,2,1,little,unknown,2238,18,5,1,<30,4,12.197995666305527,Low Risk
21,female,2,2,unknown,unknown,1126,18,5,3,<30,4,6.176868905742146,Low Risk
40,male,3,1,little,moderate,7374,18,4,0,30-50,2,40.01895991332612,Low Risk
27,male,2,1,quite rich,moderate,2326,15,0,3,<30,4,12.66115926327194,Low Risk
27,female,2,1,little,unknown,1449,9,0,3,<30,4,7.887323943661972,Low Risk
30,male,3,1,little,unknown,1820,18,1,1,<30,4,9.933640303358613,Low Risk
19,female,1,2,rich,moderate,983,12,4,3,<30,4,5.373781148429037,Low Risk
39,male,3,0,little,little,3249,36,1,0,30-50,2,17.74647887323944,Low Risk
31,female,2,1,little,little,1957,6,5,3,30-50,4,10.625677139761647,Low Risk
31,male,3,1,little,unknown,2406,9,4,1,30-50,4,13.071505958829905,Low Risk
32,male,2,2,moderate,moderate,11760,39,3,0,30-50,2,63.86375947995666,Medium Risk
55,female,3,0,little,little,2578,12,4,2,50+,3,14.014084507042254,Low Risk
46,male,2,1,little,little,2348,36,4,1,30-50,3,12.865655471289275,Low Risk
46,male,2,2,little,moderate,1223,12,1,2,30-50,4,6.6738894907909,Low Risk
43,female,1,1,rich,unknown,1516,24,5,3,30-50,4,8.311213434452872,Low Risk
39,male,2,1,little,unknown,1473,18,5,3,30-50,4,8.053900325027087,Low Risk
28,male,2,1,unknown,moderate,1887,18,0,3,<30,4,10.297941495124595,Low Risk
27,male,2,1,little,unknown,8648,24,0,0,<30,1,46.94609967497291,Low Risk
27,male,1,1,little,unknown,802,14,1,3,<30,4,4.402762730227519,Low Risk
43,male,2,1,unknown,moderate,2899,18,1,2,30-50,3,15.780065005417121,Low Risk
22,male,2,1,little,moderate,2039,24,5,1,<30,4,11.143011917659805,Low Risk
43,male,2,1,unknown,unknown,2197,24,1,2,30-50,3,12.002979414951248,Low Risk
27,male,2,1,little,little,1053,15,5,3,<30,4,5.765167930660889,Low Risk
26,male,3,1,quite rich,unknown,3235,24,5,1,<30,1,17.623239436619716,Low Risk
28,male,2,1,quite rich,rich,939,12,1,3,<30,4,5.135427952329361,Low Risk
20,female,2,1,little,moderate,1967,24,5,1,<30,4,10.752979414951247,Low Risk
35,male,3,1,little,unknown,7253,33,1,0,30-50,2,39.425785482123516,Low Risk
42,male,3,1,little,unknown,2292,12,0,2,30-50,3,12.466143011917662,Low Risk
40,male,1,2,quite rich,unknown,1597,10,1,3,30-50,4,8.693120260021669,Low Risk
35,female,2,1,unknown,little,1381,24,1,1,30-50,4,7.581256771397617,Low Risk
35,male,2,1,little,unknown,5842,36,1,0,30-50,1,31.794420368364033,Low Risk
33,male,1,1,little,little,2579,12,1,3,30-50,4,14.019501625135428,Low Risk
23,female,2,2,unknown,little,8471,18,3,1,<30,1,45.96424702058505,Low Risk
31,female,3,1,quite rich,unknown,2782,21,1,1,30-50,1,15.157096424702058,Low Risk
33,female,2,1,unknown,moderate,1042,18,1,3,30-50,4,5.720476706392199,Low Risk
20,female,2,2,rich,unknown,3186,15,1,1,<30,4,17.321235102925243,Low Risk
30,male,2,1,unknown,moderate,2028,12,1,3,<30,4,11.037378114842905,Low Risk
47,male,1,1,little,moderate,958,12,1,2,30-50,4,5.238353196099676,Low Risk
34,male,3,1,moderate,unknown,1591,21,4,1,30-50,4,8.70530877573131,Low Risk
25,female,2,1,unknown,moderate,2762,12,4,3,<30,4,15.013542795232935,Low Risk
21,male,2,2,little,moderate,2779,18,1,1,<30,4,15.127302275189603,Low Risk
29,male,2,1,little,unknown,2743,28,5,1,<30,4,14.974268689057421,Low Risk
46,male,2,1,rich,unknown,1149,18,5,2,30-50,4,6.29875406283857,Low Risk
20,male,2,1,little,unknown,1313,9,4,3,<30,4,7.15059588299025,Low Risk
55,female,0,0,little,little,1190,18,6,2,50+,3,6.519501625135428,Low Risk
74,male,1,1,little,unknown,3448,5,0,2,50+,3,18.699891657638133,Low Risk
29,male,3,1,little,moderate,11328,24,7,0,<30,2,61.462621885157084,Medium Risk
36,male,3,0,little,little,1872,6,4,1,30-50,4,10.16522210184182,Low Risk
33,male,2,1,little,unknown,2058,24,6,1,30-50,4,11.247291440953415,Low Risk
25,male,2,1,little,little,2136,9,4,3,<30,4,11.607529794149514,Low Risk
25,male,2,1,unknown,moderate,1484,12,5,3,<30,4,8.090465872156015,Low Risk
23,male,1,2,quite rich,unknown,660,6,6,3,<30,4,3.601029252437703,Low Risk
37,female,2,1,rich,unknown,1287,24,1,1,30-50,4,7.070693391115928,Low Risk
65,male,0,1,little,little,3394,42,6,2,50+,3,18.556338028169016,Low Risk
26,female,0,1,little,rich,609,12,0,3,<30,4,3.347778981581799,Low Risk
39,male,3,1,little,unknown,1884,12,1,1,30-50,3,10.255958829902493,Low Risk
30,female,2,1,little,little,1620,12,4,3,<30,4,8.82448537378115,Low Risk
29,male,2,1,little,moderate,2629,20,7,1,<30,4,14.322860238353197,Low Risk
41,male,1,1,little,unknown,719,12,3,3,30-50,4,3.9450162513542804,Low Risk
30,female,3,1,little,moderate,5096,48,4,0,<30,2,27.800650054171182,Low Risk
41,female,1,2,unknown,unknown,1244,9,3,3,30-50,4,6.7795232936078005,Low Risk
34,female,2,1,little,little,1842,36,1,1,30-50,1,10.124593716143012,Low Risk
35,male,2,1,little,moderate,2576,7,5,3,30-50,4,13.9829360780065,Low Risk
55,female,3,1,unknown,rich,1424,12,4,2,50+,3,7.765438786565548,Low Risk
61,male,2,1,rich,moderate,1512,15,6,2,50+,3,8.251625135427954,Low Risk
30,male,3,1,unknown,unknown,11054,36,1,0,<30,2,60.03114842903577,Medium Risk
29,female,2,1,little,unknown,518,6,5,3,<30,4,2.831798483206934,Low Risk
34,male,2,1,little,unknown,2759,12,4,3,30-50,4,14.995937161430117,Low Risk
35,male,3,1,little,unknown,2670,24,1,1,30-50,3,14.562567713976163,Low Risk
31,male,2,1,little,little,4817,24,1,1,30-50,1,26.191765980498378,Low Risk
29,female,3,1,little,unknown,2679,24,1,1,<30,1,14.611321776814737,Low Risk
36,male,2,2,little,little,3905,11,1,1,30-50,4,21.198537378114843,Low Risk
35,male,2,0,little,little,3386,12,1,1,30-50,4,18.391115926327195,Low Risk
27,female,2,1,little,little,343,6,2,3,<30,4,1.8824485373781155,Low Risk
32,male,2,1,little,unknown,4594,18,5,1,30-50,4,24.96072589382449,Low Risk
37,male,2,1,little,little,3620,36,4,1,30-50,1,19.75622968580715,Low Risk
36,male,2,1,little,little,1721,15,1,3,30-50,4,9.38380281690141,Low Risk
34,female,3,2,little,moderate,3017,12,4,1,30-50,4,16.392199349945827,Low Risk
38,male,2,1,unknown,moderate,754,12,3,3,30-50,4,4.1359696641386785,Low Risk
34,male,2,1,little,unknown,1950,18,0,1,30-50,4,10.63786565547129,Low Risk
63,male,2,1,little,little,2924,24,1,2,50+,3,15.937161430119179,Low Risk
29,female,1,2,little,little,1659,24,5,3,<30,4,9.084507042253522,Low Risk
32,male,2,1,unknown,unknown,7238,48,5,0,30-50,2,39.40817984832069,Low Risk
26,female,2,1,little,unknown,2764,33,0,1,<30,1,15.108342361863492,Low Risk
35,male,1,1,little,unknown,4679,24,1,1,30-50,4,25.4455579631636,Low Risk
22,male,2,2,moderate,moderate,3092,24,5,1,<30,4,16.84723726977248,Low Risk
23,female,2,1,little,little,448,6,3,3,<30,4,2.4512459371614304,Low Risk
28,male,1,1,little,little,654,9,1,3,<30,4,3.579360780065006,Low Risk
36,male,3,1,unknown,unknown,1238,6,3,3,30-50,4,6.734832069339112,Low Risk
33,male,2,1,little,moderate,1245,18,5,3,30-50,4,6.8174431202600205,Low Risk
26,female,2,2,little,little,3114,18,4,1,<30,4,16.942036836403037,Low Risk
24,male,2,1,quite rich,unknown,2569,39,1,1,<30,1,14.076381365113761,Low Risk
25,male,2,1,little,rich,5152,24,5,1,<30,1,28.00650054171181,Low Risk
39,male,1,1,moderate,moderate,1037,12,0,3,30-50,4,5.666305525460456,Low Risk
44,male,2,1,little,little,1478,15,4,2,30-50,4,8.067443120260021,Low Risk
23,female,1,1,little,moderate,3573,12,5,3,<30,4,19.404117009750813,Low Risk
26,male,2,1,little,moderate,1201,24,1,1,<30,4,6.6034669555796315,Low Risk
57,female,2,2,rich,little,3622,30,4,2,50+,3,19.74268689057422,Low Risk
30,female,2,1,rich,unknown,960,15,4,3,<30,4,5.2627302275189605,Low Risk
44,male,2,1,quite rich,unknown,1163,12,1,2,30-50,4,6.350216684723728,Low Risk
47,male,3,1,little,moderate,1209,6,1,2,30-50,3,6.573672806067172,Low Risk
52,male,2,1,little,unknown,3077,12,5,2,50+,3,16.718580715059588,Low Risk
62,female,2,0,little,unknown,3757,24,1,2,50+,3,20.45097508125677,Low Risk
35,male,1,2,moderate,unknown,1418,10,1,3,30-50,4,7.723456121343446,Low Risk
26,male,2,2,little,unknown,3518,6,1,3,<30,4,19.083152762730226,Low Risk
26,male,2,1,little,unknown,1934,12,5,3,<30,4,10.526814734561214,Low Risk
42,female,3,0,little,moderate,8318,27,0,0,30-50,2,45.1692849404117,Low Risk
27,female,2,1,moderate,unknown,1237,6,5,3,<30,4,6.726706392199351,Low Risk
38,male,2,1,unknown,moderate,368,6,5,3,30-50,4,2.020585048754063,Low Risk
39,male,1,2,little,little,2122,12,1,3,30-50,4,11.543878656554714,Low Risk
20,male,2,1,unknown,little,2996,24,4,1,<30,4,16.329902491874325,Low Risk
29,male,3,2,moderate,moderate,9034,36,4,0,<30,2,49.08450704225353,Low Risk
40,male,2,1,little,unknown,1585,24,4,1,30-50,4,8.684994582881908,Low Risk
32,male,1,1,little,moderate,1301,18,5,3,30-50,4,7.12080173347779,Low Risk
28,male,2,1,moderate,rich,1323,6,1,3,<30,4,7.191224268689058,Low Risk
27,female,2,1,little,little,3123,24,1,1,<30,4,17.01516793066089,Low Risk
42,male,2,0,little,little,5493,36,1,0,30-50,2,29.902491874322866,Low Risk
49,male,2,1,moderate,rich,1126,9,5,2,30-50,3,6.136240520043337,Low Risk
38,male,2,1,moderate,moderate,1216,24,5,1,30-50,4,6.684723726977248,Low Risk
24,female,2,2,little,little,1207,24,1,1,<30,4,6.6359696641386785,Low Risk
27,male,1,1,unknown,unknown,1309,10,1,3,<30,4,7.135698808234022,Low Risk
36,male,2,1,quite rich,rich,2360,15,1,3,30-50,4,12.84534127843987,Low Risk
34,male,3,1,moderate,moderate,6850,15,1,1,30-50,2,37.16820151679306,Low Risk
28,male,2,1,little,unknown,1413,24,5,1,<30,4,7.753250270855906,Low Risk
45,male,3,1,moderate,unknown,8588,39,1,0,30-50,2,46.682015167930665,Low Risk
26,male,2,1,little,little,759,12,1,3,<30,4,4.160346695557964,Low Risk
32,male,3,0,little,unknown,4686,36,1,0,30-50,1,25.532231852654384,Low Risk
26,male,2,2,little,rich,2687,15,0,3,<30,4,14.616738894907908,Low Risk
20,male,2,2,little,moderate,585,12,5,3,<30,4,3.217768147345612,Low Risk
54,male,2,1,unknown,unknown,2255,24,1,2,50+,3,12.317172264355364,Low Risk
37,female,2,1,little,little,609,6,1,3,30-50,4,3.323401950162514,Low Risk
40,male,1,1,little,little,1361,6,1,3,30-50,4,7.397074756229685,Low Risk
23,female,2,2,little,unknown,7127,36,4,0,<30,1,38.75541711809318,Low Risk
43,male,2,1,moderate,little,1203,6,1,2,30-50,4,6.541170097508127,Low Risk
36,male,2,0,unknown,unknown,700,6,5,3,30-50,4,3.820422535211268,Low Risk
44,male,2,0,little,unknown,5507,24,6,1,30-50,3,29.930931744312023,Low Risk
24,female,2,1,little,little,3190,18,5,1,<30,4,17.35373781148429,Low Risk
53,male,2,0,little,little,7119,48,4,0,50+,2,38.759479956663064,Low Risk
23,female,2,1,moderate,unknown,3488,24,1,1,<30,4,18.993770314192847,Low Risk
26,female,1,1,little,moderate,1113,18,5,3,<30,4,6.102383531960997,Low Risk
30,male,2,1,little,moderate,7966,26,1,0,<30,1,43.258396533044426,Low Risk
31,female,2,1,moderate,unknown,1532,15,3,3,30-50,4,8.361321776814735,Low Risk
42,male,1,1,little,unknown,1503,4,5,3,30-50,4,8.159534127843989,Low Risk
31,male,2,2,little,little,2302,36,5,1,30-50,1,12.616468039003252,Low Risk
41,male,1,1,little,little,662,6,1,3,30-50,4,3.610509209100759,Low Risk
32,male,2,1,little,moderate,2273,36,3,1,30-50,1,12.459371614301192,Low Risk
28,female,2,2,moderate,moderate,2631,15,1,3,<30,4,14.313380281690142,Low Risk
41,male,2,2,little,unknown,1503,12,1,2,30-50,4,8.192036836403036,Low Risk
26,male,2,1,moderate,unknown,1311,24,5,1,<30,4,7.200704225352113,Low Risk
25,male,2,1,unknown,unknown,3105,24,5,1,<30,4,16.92172264355363,Low Risk
33,male,2,2,little,rich,2319,21,3,1,30-50,4,12.647616468039002,Low Risk
75,female,3,1,unknown,little,1374,6,1,2,50+,3,7.470205850487541,Low Risk
37,female,2,1,little,moderate,3612,18,4,1,30-50,4,19.639761646803905,Low Risk
42,male,3,0,little,little,7763,48,1,0,30-50,2,42.24810400866739,Low Risk
45,female,1,1,little,rich,3049,18,4,2,30-50,4,16.589924160346698,Low Risk
23,male,2,2,little,moderate,1534,12,5,3,<30,4,8.358613217768147,Low Risk
60,male,2,0,little,unknown,2032,24,1,2,50+,3,11.10644637053088,Low Risk
31,male,2,1,unknown,little,6350,30,4,1,30-50,1,34.523293607800646,Low Risk
34,male,1,1,little,rich,2864,18,4,3,30-50,4,15.58775731310943,Low Risk
61,male,1,1,little,unknown,1255,12,1,2,50+,3,6.848591549295775,Low Risk
43,male,2,0,little,little,1333,24,1,2,30-50,3,7.318526543878658,Low Risk
37,female,2,1,little,unknown,2022,24,1,1,30-50,4,11.052275189599134,Low Risk
32,male,2,1,little,unknown,1552,24,5,1,30-50,4,8.506229685807153,Low Risk
24,female,1,1,little,little,626,12,5,3,<30,4,3.4398699891657643,Low Risk
35,male,2,0,unknown,unknown,8858,48,1,0,30-50,2,48.18391115926327,Low Risk
23,female,2,1,unknown,unknown,996,12,6,3,<30,4,5.448266522210185,Low Risk
45,male,1,1,quite rich,unknown,1750,6,5,2,30-50,4,9.505687973997832,Low Risk
34,male,2,1,little,little,6999,48,5,0,30-50,2,38.10942578548213,Low Risk
27,male,2,1,moderate,moderate,1995,12,1,3,<30,4,10.85590465872156,Low Risk
67,female,3,1,little,moderate,1199,9,3,2,50+,3,6.53169014084507,Low Risk
22,male,2,1,little,moderate,1331,12,5,3,<30,4,7.258938244853738,Low Risk
28,female,2,1,moderate,moderate,2278,18,1,1,<30,4,12.41332611050921,Low Risk
29,female,2,1,unknown,unknown,5003,21,1,1,<30,1,27.19122426868906,Low Risk
27,male,2,1,little,little,3552,24,4,1,<30,4,19.339111592632722,Low Risk
31,male,1,1,little,moderate,1928,18,4,3,30-50,4,10.517334777898158,Low Risk
49,male,2,0,unknown,little,2964,24,1,2,30-50,3,16.156554712892742,Low Risk
24,male,1,2,little,little,1546,24,5,3,<30,4,8.472372697724813,Low Risk
29,female,2,1,little,rich,683,6,5,3,<30,4,3.7242686890574217,Low Risk
37,male,2,0,unknown,moderate,12389,36,1,0,30-50,2,67.26164680390033,Medium Risk
37,male,3,1,unknown,moderate,4712,24,0,1,30-50,2,25.62567713976165,Low Risk
23,female,2,2,moderate,moderate,1553,24,5,1,<30,4,8.510292524377034,Low Risk
36,male,2,1,little,little,1372,12,1,3,30-50,4,7.48104008667389,Low Risk
34,male,2,1,rich,unknown,2578,24,5,1,30-50,4,14.064192849404117,Low Risk
41,male,2,1,unknown,moderate,3979,48,5,0,30-50,2,21.752437703141933,Low Risk
31,female,2,1,little,little,6758,48,5,0,30-50,2,36.80390032502709,Low Risk
23,female,1,2,little,little,3234,24,4,3,<30,4,17.61646803900325,Low Risk
38,male,2,1,little,unknown,5954,30,5,1,30-50,2,32.37676056338028,Low Risk
26,female,3,2,unknown,unknown,5433,24,1,1,<30,1,29.532773564463703,Low Risk
22,female,1,1,little,little,806,15,0,3,<30,4,4.427139761646804,Low Risk
27,male,1,1,little,moderate,1082,9,5,3,<30,4,5.897887323943662,Low Risk
24,female,2,1,little,unknown,2788,15,4,3,<30,4,15.165222101841819,Low Risk
27,female,2,1,little,moderate,2930,12,5,3,<30,4,15.920910075839654,Low Risk
33,female,2,1,unknown,unknown,1927,24,3,1,30-50,4,10.540357529794152,Low Risk
27,male,2,1,little,moderate,2820,36,1,1,<30,1,15.422535211267604,Low Risk
27,male,1,1,little,unknown,937,24,3,3,<30,4,5.1747020585048755,Low Risk
30,male,2,1,little,moderate,1056,18,1,3,<30,4,5.793607800650054,Low Risk
49,male,1,1,little,moderate,3124,12,1,2,30-50,3,16.971830985915492,Low Risk
26,female,2,2,little,unknown,1388,9,4,3,<30,4,7.556879739978332,Low Risk
33,male,1,2,little,moderate,2384,36,6,1,30-50,4,13.060671722643551,Low Risk
52,female,3,0,unknown,unknown,2133,12,1,2,50+,3,11.607529794149514,Low Risk
20,female,2,2,little,little,2039,18,4,3,<30,4,11.118634886240521,Low Risk
36,male,2,2,little,little,2799,9,1,3,30-50,4,15.199079089924163,Low Risk
21,male,1,1,little,little,1289,12,4,3,<30,4,7.031419284940413,Low Risk
47,male,1,1,little,little,1217,18,2,2,30-50,4,6.665763813651138,Low Risk
60,male,2,1,little,little,2246,12,4,2,50+,3,12.215601300108343,Low Risk
58,female,1,1,little,little,385,12,5,2,50+,3,2.134344528710726,Low Risk
42,female,2,2,unknown,moderate,1965,24,1,1,30-50,3,10.744853737811486,Low Risk
36,female,1,1,rich,unknown,1572,21,0,3,30-50,4,8.602383531960998,Low Risk
20,female,1,2,little,moderate,2718,24,1,3,<30,4,14.821235102925245,Low Risk
40,male,3,1,unknown,little,1358,24,7,1,30-50,3,7.456663055254606,Low Risk
32,female,1,1,moderate,moderate,931,6,1,3,30-50,4,5.067713976164681,Low Risk
23,female,2,2,little,little,1442,24,1,1,<30,4,7.908992416034671,Low Risk
36,male,1,1,little,moderate,4241,24,0,1,30-50,4,23.071505958829906,Low Risk
31,male,2,1,little,unknown,2775,18,1,1,30-50,4,15.106988082340195,Low Risk
32,male,2,0,little,unknown,3863,24,0,1,30-50,4,21.025189599133263,Low Risk
45,female,2,1,little,moderate,2329,7,5,2,30-50,4,12.644907908992417,Low Risk
30,female,2,1,little,moderate,918,9,4,3,<30,4,5.009479956663056,Low Risk
34,female,1,0,little,moderate,1837,24,3,3,30-50,4,10.048754062838572,Low Risk
28,female,3,1,little,unknown,3349,36,4,0,<30,1,18.28954496208017,Low Risk
23,female,2,1,little,rich,1275,10,4,3,<30,4,6.947453954496208,Low Risk
22,male,2,1,quite rich,little,2828,24,4,1,<30,4,15.41711809317443,Low Risk
74,male,3,1,little,unknown,4526,24,0,2,50+,3,24.61673889490791,Low Risk
50,female,2,0,moderate,moderate,2671,36,5,2,30-50,3,14.615384615384617,Low Risk
33,male,2,1,little,unknown,2051,18,5,1,30-50,4,11.184994582881908,Low Risk
45,male,2,0,unknown,unknown,1300,15,1,2,30-50,4,7.107258938244855,Low Risk
22,female,2,1,moderate,little,741,12,2,3,<30,4,4.0628385698808245,Low Risk
48,female,1,0,moderate,rich,1240,10,1,2,30-50,4,6.757854821235103,Low Risk
29,female,2,1,rich,little,3357,21,5,1,<30,4,18.270585048754064,Low Risk
22,female,2,2,little,little,3632,24,1,1,<30,4,19.772481040086674,Low Risk
22,female,2,1,little,unknown,1808,18,4,3,<30,4,9.868634886240521,Low Risk
48,male,3,1,unknown,moderate,12204,48,0,0,30-50,2,66.30823401950163,Medium Risk
27,male,3,0,unknown,moderate,9157,60,5,0,<30,2,49.8510292524377,Low Risk
37,male,2,2,little,little,3676,6,1,3,30-50,4,19.937703141928495,Low Risk
21,female,2,2,moderate,moderate,3441,30,4,1,<30,1,18.762188515709642,Low Risk
49,male,1,1,little,unknown,640,12,1,2,30-50,4,3.5170639219934996,Low Risk
27,male,2,1,little,moderate,3652,21,0,1,<30,4,19.86863488624052,Low Risk
32,male,2,1,little,unknown,1530,18,1,3,30-50,4,8.362676056338028,Low Risk
38,male,2,1,unknown,unknown,3914,48,0,0,30-50,2,21.401679306608887,Low Risk
22,female,2,2,little,little,1858,12,4,3,<30,4,10.113759479956665,Low Risk
65,male,2,0,little,little,2600,18,5,2,50+,3,14.157638136511377,Low Risk
35,male,2,1,unknown,unknown,1979,15,5,3,30-50,4,10.785482123510294,Low Risk
41,male,2,1,little,rich,2116,6,4,2,30-50,4,11.486998916576383,Low Risk
29,male,2,1,moderate,moderate,1437,9,1,3,<30,4,7.820964247020587,Low Risk
36,male,2,1,quite rich,unknown,4042,42,4,0,30-50,1,22.06798483206934,Low Risk
64,male,1,1,unknown,unknown,3832,9,3,2,50+,3,20.799024918743232,Low Risk
28,female,2,1,little,little,3660,24,5,1,<30,4,19.924160346695558,Low Risk
44,male,2,1,little,little,1553,18,4,2,30-50,4,8.485915492957746,Low Risk
23,male,2,1,unknown,moderate,1444,15,5,3,<30,4,7.885969664138679,Low Risk
19,female,2,2,little,unknown,1980,9,4,3,<30,4,10.763813651137594,Low Risk
25,female,1,1,little,moderate,1355,24,1,3,<30,4,7.437703141928495,Low Risk
47,male,2,1,little,unknown,1393,12,3,2,30-50,4,7.596153846153847,Low Risk
28,female,2,1,quite rich,unknown,1376,24,5,1,<30,4,7.552816901408452,Low Risk
21,male,2,1,little,unknown,15653,60,5,0,<30,2,85.03927410617553,High Risk
34,female,2,1,little,unknown,1493,12,5,3,30-50,4,8.137865655471291,Low Risk
26,male,2,1,little,little,4370,42,5,1,<30,1,23.843445287107258,Low Risk
27,female,0,1,little,little,750,18,3,3,<30,4,4.135969664138678,Low Risk
38,male,1,1,little,moderate,1308,15,6,3,30-50,4,7.146533044420369,Low Risk
40,male,3,1,moderate,unknown,4623,15,3,1,30-50,3,25.1056338028169,Low Risk
33,male,2,1,little,unknown,1851,24,5,1,30-50,4,10.125947995666309,Low Risk
32,male,3,1,little,little,1880,18,5,1,30-50,4,10.257313109425786,Low Risk
27,male,2,2,unknown,unknown,7980,36,0,0,<30,1,43.37892741061755,Low Risk
32,male,2,1,little,little,4583,30,4,1,30-50,1,24.948537378114843,Low Risk
26,female,2,1,quite rich,unknown,1386,12,1,3,<30,4,7.558234019501625,Low Risk
38,male,2,0,little,rich,947,24,1,1,30-50,4,5.2275189599133265,Low Risk
40,male,1,2,little,little,684,12,3,3,30-50,4,3.7540628385698813,Low Risk
50,male,3,0,little,little,7476,48,3,0,30-50,2,40.69339111592633,Low Risk
